No.,Bout ID,Boxer,Date,Venue,ID,WeeklyID,lnRPurse,RPurse,Purse,RichA,Losers,DOB,Age,,weight,,RDS,TFights,Wins,KO,Losses,L-KO,Draws,OTFights,OWins,OKO,,OLosses,OL-KO,ODraws,,,,,NeverKO,ORecentKO,ORecentKOsq,Debut,ODebut,WinPerDiff,Rematch,Unify,W-Title,T-Belt,R-Title,R-Belt,Eliminator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,607,"Arnett, Daquan",2012.07.14,Mandalay Bay,114,85,7.891358459,2674.074074,2500,0,0,92.11.23,19.66666667,,153,,6,4,4,2,0,0,0,6,3,1,,2,1,1,,,,,0,4,16,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,607,"Cordova, Eddie",2012.07.14,Mandalay Bay,441,85,7.891358459,2674.074074,2500,0,1,79.02.25,33.41666667,,151,,6,6,3,1,2,1,1,4,4,2,,0,0,0,,,,,0,2,4,0,0,-50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,608,"Love, J'Leon",2012.07.14,Mandalay Bay,1290,85,8.584505639,5348.148148,5000,0,0,87.09.25,24.83333333,,162,,8,11,11,7,0,0,0,23,11,4,,9,1,3,,,,,0,5,25,0,0,52.17391304,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,609,"Cotto, Abner J.",2012.07.14,Mandalay Bay,452,85,8.584505639,5348.148148,5000,0,0,87.08.10,24.91666667,,135,,8,13,13,5,0,0,0,14,5,2,,6,0,3,,,,,0,5,25,0,0,64.28571429,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,609,"Montiel, Juan Manuel",2012.07.14,Mandalay Bay,1537,85,8.584505639,5348.148148,5000,0,1,83.06.12,29.08333333,,135,,8,14,5,2,6,0,3,13,13,5,,0,0,0,,,,,0,4,16,0,0,-64.28571429,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,610,"Garcia, Danny",2012.07.14,Mandalay Bay,769,85,13.22889654,556207.4074,520000,1,0,88.03.20,24.33333333,,139,,12,23,23,14,0,0,0,28,26,18,,2,1,0,,,,,0,2,4,0,0,7.142857143,0,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,610,"Khan, Amir",2012.07.14,Mandalay Bay,1160,85,13.83152971,1016148.148,950000,1,0,86.12.08,25.64474886,,139,,12,28,26,18,2,1,0,23,23,14,,0,0,0,,,,,0,4,16,0,0,-7.142857143,0,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,611,"Lo Greco, Philip",2012.07.14,Mandalay Bay,1236,85,8.989970748,8022.222222,7500,0,0,84.07.06,28,,149,,8,23,23,12,0,0,0,18,16,8,,1,1,1,,,,,0,6,36,0,0,11.11111111,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,611,"Hoskins, Brandon W.",2012.07.14,Mandalay Bay,1052,85,9.27765282,10696.2963,10000,0,0,86.10.21,25.75,,149,,8,18,16,8,1,1,1,23,23,12,,0,0,0,,,,,0,3,9,0,0,-11.11111111,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,612,"Guerrero, Fernando",2012.07.14,Mandalay Bay,906,85,9.500796371,13370.37037,12500,0,0,86.10.12,25.75,,162,,10,24,23,18,1,1,0,28,17,7,,10,2,1,,,,,0,4,16,0,0,35.11904762,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,613,"Kavanagh, Jamie G.",2012.07.14,Mandalay Bay,1151,85,9.054509269,8557.037037,8000,0,0,90.05.28,22.16666667,,135,,8,11,10,5,0,0,1,7,3,0,,1,0,3,,,,,1,0,0,0,0,48.05194805,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,613,"Velarde, Paul A.",2012.07.14,Mandalay Bay,2401,85,8.766827196,6417.777778,6000,0,1,83.05.18,29.16666667,,136,,8,7,3,0,1,0,3,11,10,5,,0,0,1,,,,,0,1,1,0,0,-48.05194805,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,614,"Cupul, Pablo",2012.07.14,CBB Arena,485,85,7.380532835,1604.444444,1500,0,1,87.08.17,24.91666667,,134,,4,14,6,4,8,2,0,1,0,0,,1,0,0,,,,,1,0,0,0,0,42.85714286,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,615,"Garcia, Horacio",2012.07.14,CBB Arena,775,85,8.361362088,4278.518519,4000,0,0,90.06.27,22.08333333,,125,,10,18,18,13,0,0,0,49,22,10,,25,5,2,,,,,0,10,100,0,0,55.10204082,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,615,"Landeros, Adolfo",2012.07.14,CBB Arena,1187,85,8.766827196,6417.777778,6000,0,1,79.12.06,32.65022831,,126,,10,49,22,10,25,5,2,18,18,13,,0,0,0,,,,,0,2,4,0,0,-55.10204082,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,616,"Martinez, Aaron",2012.07.20,Edgewater Laughlin,1381,86,8.766827196,6417.777778,6000,0,0,81.11.03,30.66666667,,146.5,,8,19,17,4,1,0,1,19,16,6,,2,1,1,,,,,0,9,81,0,0,5.263157895,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,617,"Ritani-Coe, Brice",2012.07.20,Edgewater Laughlin,1911,86,6.975067727,1069.62963,1000,0,0,86.03.21,26.33333333,,289,,4,3,3,3,0,0,0,8,3,2,,5,1,0,,,,,0,6,36,0,0,62.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,617,"Boden, Kourtney O.",2012.07.20,Edgewater Laughlin,231,86,7.668214908,2139.259259,2000,0,1,79.04.22,33.25,,215,,4,8,3,2,5,1,0,3,3,3,,0,0,0,,,,,0,1,1,0,0,-62.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,618,"Burgos, Juan C.",2012.07.20,Edgewater Laughlin,286,86,9.683117928,16044.44444,15000,0,0,87.12.26,24.59543379,,129.5,,10,30,29,19,1,0,0,25,25,16,,0,0,0,,,,,0,1,1,0,0,-3.333333333,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,619,"Espinoza, Rocco",2012.07.20,Edgewater Laughlin,639,86,7.380532835,1604.444444,1500,0,1,87.09.07,24.83333333,,131.5,,4,8,3,0,5,3,0,0,0,0,,0,0,0,,,,,1,0,0,0,1,37.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,620,"Lee, Benjamin L.",2012.07.20,Edgewater Laughlin,1212,86,6.975067727,1069.62963,1000,0,1,84.01.30,28.5,,214.5,,4,3,1,0,2,1,0,6,2,0,,4,2,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,620,"Sarran, Geovanni A.",2012.07.20,Edgewater Laughlin,2102,86,6.751924176,855.7037037,800,0,1,88.12.26,23.59543379,,225,,4,6,2,0,4,2,0,3,1,0,,2,1,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,621,"McQueen, Chico",2012.07.20,Edgewater Laughlin,1449,86,6.975067727,1069.62963,1000,0,0,86.05.02,26.16666667,,139,,4,1,1,0,0,0,0,1,0,0,,1,0,0,,,,,1,0,0,0,0,100,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,621,"Soto, Jorge Martin",2012.07.20,Edgewater Laughlin,2206,86,6.975067727,1069.62963,1000,0,1,86.11.08,25.66666667,,140,,4,1,0,0,1,0,0,1,1,0,,0,0,0,,,,,1,0,0,0,0,-100,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,622,"Rather, Brett B.",2012.07.20,Edgewater Laughlin,1864,86,7.668214908,2139.259259,2000,0,1,90.12.14,21.6283105,,233,,4,0,0,0,0,0,0,6,2,2,,3,2,1,,,,,0,4,16,1,0,-33.33333333,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,623,"Hovhannisyan, Azat",2012.07.20,Chumash Casino,1054,86,9.837268608,18718.51852,17500,0,0,88.08.15,23.91666667,,132,,10,16,14,8,0,0,2,36,29,23,,5,3,2,,,,,0,2,4,0,0,6.944444444,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,623,"Acosta, Miguel",2012.07.20,Chumash Casino,12,86,7.891358459,2674.074074,2500,0,0,78.04.20,34.25,,134,,10,36,29,23,5,3,2,16,14,8,,0,0,2,,,,,0,2,4,0,0,-6.944444444,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,624,"Prado, Eric",2012.07.20,Chumash Casino,1803,86,6.975067727,1069.62963,1000,0,1,90.12.30,21.58447489,,161,,4,2,0,0,2,0,0,1,0,0,,1,1,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,625,"Maicelo, Jonathan",2012.07.20,Chumash Casino,1333,86,8.073680016,3208.888889,3000,0,0,83.08.10,28.91666667,,135,,8,16,16,9,0,0,0,38,26,9,,11,5,1,,,,,0,7,49,0,0,31.57894737,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,625,"Attah, Daniel O.",2012.07.20,Chumash Casino,126,86,8.584505639,5348.148148,5000,0,0,78.12.20,33.61187215,,135,,8,38,26,9,11,5,1,16,16,9,,0,0,0,,,,,0,2,4,0,0,-31.57894737,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,626,"Serrano, Rufino",2012.07.20,Chumash Casino,2121,86,7.668214908,2139.259259,2000,0,0,90.08.04,21.91666667,,125.5,,6,16,12,0,4,0,0,12,8,3,,4,2,0,,,,,0,3,9,0,0,8.333333333,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,627,"Morales, Roman",2012.07.20,Chumash Casino,1558,86,8.584505639,5348.148148,5000,0,0,91.08.02,20.91666667,,122,,8,10,10,6,0,0,0,14,11,5,,2,0,1,,,,,0,1,1,0,0,21.42857143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,627,"Santiago, Alexis I.",2012.07.20,Chumash Casino,2080,86,8.584505639,5348.148148,5000,0,0,90.09.26,21.83333333,,122,,8,14,11,5,2,0,1,10,10,6,,0,0,0,,,,,0,2,4,0,0,-21.42857143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,628,"Santana, Francisco",2012.07.20,Chumash Casino,2077,86,7.891358459,2674.074074,2500,0,0,86.05.18,26.16666667,,148,,6,16,12,6,3,1,1,21,10,7,,11,2,0,,,,,0,7,49,0,0,27.38095238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,628,"Smith, Larry D.",2012.07.20,Chumash Casino,2175,86,8.073680016,3208.888889,3000,0,1,79.01.27,33.5,,150,,6,21,10,7,11,2,0,16,12,6,,3,1,1,,,,,0,3,9,0,0,-27.38095238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,629,"Gesta, Mercito M.",2012.08.03,Texas Station,818,87,9.970800001,21392.59259,20000,0,0,87.10.12,24.83333333,,137,,10,26,25,13,0,0,1,23,20,13,,2,2,1,,,,,0,1,1,0,0,9.197324415,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,630,"Gutierrez, Jesus A.",2012.08.03,Texas Station,920,87,7.380532835,1604.444444,1500,0,0,88.12.14,23.71164384,,136.5,,6,4,4,2,0,0,0,2,1,1,,1,0,0,,,,,0,2,4,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,631,"McCumby, Trevor",2012.08.03,Texas Station,1434,87,7.668214908,2139.259259,2000,0,0,92.09.22,19.91666667,,173,,4,5,5,5,0,0,0,7,2,1,,3,0,2,,,,,0,6,36,0,0,71.42857143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,631,"Glenn, Michael A.",2012.08.03,Texas Station,825,87,7.380532835,1604.444444,1500,0,1,83.06.13,29.16666667,,174.5,,4,7,2,1,3,0,2,5,5,5,,0,0,0,,,,,0,1,1,0,0,-71.42857143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,632,"Magdaleno, Jessie",2012.08.03,Texas Station,1327,87,8.766827196,6417.777778,6000,0,0,91.11.08,20.75,,121.5,,8,10,10,7,0,0,0,16,14,8,,2,1,0,,,,,0,4,16,0,0,12.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,633,"Saenz, Gabino",2012.08.03,Texas Station,2035,87,8.227830695,3743.703704,3500,0,0,89.06.07,23.16666667,,123,,6,7,6,5,0,0,1,6,2,1,,4,0,0,,,,,0,6,36,0,0,52.38095238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,633,"Wisdom, Dewayne",2012.08.03,Texas Station,2514,87,7.668214908,2139.259259,2000,0,1,88.02.06,24.5,,123,,6,6,2,1,4,0,0,7,6,5,,0,0,1,,,,,0,3,9,0,0,-52.38095238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,634,"Carcamo, Fernando",2012.08.03,Commerce Casino,331,87,8.227830695,3743.703704,3500,0,0,90.10.30,21.83333333,,135,,6,13,10,7,3,2,0,7,6,2,,1,0,0,,,,,0,2,4,0,0,-8.791208791,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,634,"Rodriguez, Robert S.",2012.08.03,Commerce Casino,1966,87,7.891358459,2674.074074,2500,0,0,90.07.01,22.08333333,,135,,6,7,6,2,1,0,0,13,10,7,,3,2,0,,,,,0,1,1,0,0,8.791208791,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,635,"Roman, Jessie",2012.08.03,Commerce Casino,1981,87,7.311539964,1497.481481,1400,0,0,91.05.04,21.25,,148,,6,11,11,7,0,0,0,7,4,3,,3,2,0,,,,,0,5,25,0,0,42.85714286,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,635,"Hughes, Lawrence L.",2012.08.03,Commerce Casino,1065,87,7.668214908,2139.259259,2000,0,0,84.03.08,28.41666667,,148,,6,7,4,3,3,2,0,11,11,7,,0,0,0,,,,,0,1,1,0,0,-42.85714286,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,636,"Martell, Jose I.",2012.08.03,Commerce Casino,1371,87,7.380532835,1604.444444,1500,0,1,77.10.19,34.83333333,,147,,4,6,2,2,3,1,1,6,6,4,,0,0,0,,,,,0,1,1,0,0,-66.66666667,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,636,"Ocegueda, Jaime",2012.08.03,Commerce Casino,1655,87,6.975067727,1069.62963,1000,0,0,87.03.16,25.41666667,,146,,4,6,6,4,0,0,0,6,2,2,,3,1,1,,,,,0,3,9,0,0,66.66666667,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,637,"Prescott, Ralph",2012.08.03,Commerce Casino,1806,87,6.975067727,1069.62963,1000,0,1,77.04.25,35.33333333,,148.75,,4,7,2,0,5,1,0,3,3,1,,0,0,0,,,,,0,1,1,0,0,-71.42857143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,638,"Benavidez, Jose L.",2012.08.04,Texas Station,201,87,8.361362088,4278.518519,4000,0,0,92.05.15,20.25,,143.5,,6,15,15,12,0,0,0,7,7,6,,0,0,0,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,639,"Magdaleno, Diego",2012.08.04,Texas Station,1326,87,10.19394355,26740.74074,25000,0,0,86.10.28,25.83333333,,130,,10,22,22,8,0,0,0,36,29,13,,7,4,0,,,,,0,7,49,0,0,19.44444444,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,640,"Santillan, Giovanni",2012.08.04,Texas Station,2087,87,7.380532835,1604.444444,1500,0,0,91.12.04,20.7390411,,140.5,,4,3,3,2,0,0,0,4,1,1,,1,0,2,,,,,0,4,16,0,0,75,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,640,"Chavez, Joaquin R.",2012.08.04,Texas Station,383,87,7.668214908,2139.259259,2000,0,1,87.11.13,24.75,,140,,4,4,1,1,1,0,2,3,3,2,,0,0,0,,,,,0,1,1,0,0,-75,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,641,"Lee, Mike Gene",2012.08.04,Texas Station,1214,87,9.27765282,10696.2963,10000,0,0,87.06.17,25.16666667,,177.5,,6,9,9,5,0,0,0,25,13,11,,11,8,1,,,,,0,1,1,0,0,48,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,642,"Hogue, Jazzma",2012.08.04,Texas Station,1038,87,7.157389284,1283.555556,1200,0,1,86.05.22,26.25,,121.5,,4,4,2,0,1,0,1,2,2,2,,0,0,0,,,,,0,1,1,0,0,-50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,642,"Williams, Tramaine D.",2012.08.04,Texas Station,2503,87,7.668214908,2139.259259,2000,0,0,92.11.02,19.75,,123,,4,2,2,2,0,0,0,4,2,0,,1,0,1,,,,,1,0,0,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,643,"Morales, Jose",2012.08.04,Texas Station,1555,87,7.668214908,2139.259259,2000,0,0,81.07.19,31.08333333,,127.5,,4,9,6,1,3,1,0,5,5,4,,0,0,0,,,,,0,2,4,0,0,-33.33333333,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,643,"Rodriguez, Saul",2012.08.04,Texas Station,1969,87,7.891358459,2674.074074,2500,0,0,93.04.18,19.33333333,,127,,4,5,5,4,0,0,0,9,6,1,,3,1,0,,,,,0,9,81,0,0,33.33333333,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,644,"Turner, Thomas S.",2012.08.04,Texas Station,2333,87,7.380532835,1604.444444,1500,0,1,87.09.15,24.91666667,,168,,4,4,2,1,2,1,0,4,1,0,,1,1,2,,,,,1,0,0,0,0,25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,645,"Maicelo, Jonathan",2012.08.10,Morongo Casino,1333,88,8.073680016,3208.888889,3000,0,0,83.08.10,29,,136.5,,6,17,17,10,0,0,0,25,14,11,,11,5,0,,,,,0,5,25,0,0,44,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,646,"Avalos, Christopher",2012.08.10,Morongo Casino,129,88,9.683117928,16044.44444,15000,0,0,89.11.05,22.75,,120,,10,21,19,15,2,0,0,25,23,15,,0,0,2,,,,,0,1,1,0,0,-1.523809524,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,647,"Ishe, Cleven",2012.08.10,Morongo Casino,1086,88,7.891358459,2674.074074,2500,0,1,88.01.05,24.58333333,,152.75,,6,10,3,1,7,1,0,6,6,4,,0,0,0,,,,,0,1,1,0,0,-70,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,648,"Perez, Darleys",2012.08.10,Morongo Casino,1755,88,8.073680016,3208.888889,3000,0,0,83.09.14,28.91666667,,135,,10,25,25,19,0,0,0,11,11,7,,0,0,0,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,648,"Mamadjonov, Bahodir",2012.08.10,Morongo Casino,1346,88,7.668214908,2139.259259,2000,0,0,87.06.03,25.16666667,,133.5,,10,11,11,7,0,0,0,25,25,19,,0,0,0,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,649,"Luna, Alejandro",2012.08.10,Morongo Casino,1306,88,8.227830695,3743.703704,3500,0,0,91.10.17,20.83333333,,134,,6,9,9,7,0,0,0,18,6,3,,11,4,1,,,,,0,7,49,0,0,66.66666667,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
